Date,Egg_Size,Price,Quantity_Produced,Quantity_Sold,Revenue
08/04/2024,MEDIUM,7,192,192,1344
08/04/2024,LARGE,8,132,132,1056
08/04/2024,X-LARGE,8.67,32,32,277.44
08/04/2024,JUMBO,9,7,7,63
09/04/2024,PULLETS,4,5,5,20
09/04/2024,SMALL,6.5,72,72,468
09/04/2024,MEDIUM,7,192,192,1344
09/04/2024,LARGE,8,125,125,1000
09/04/2024,X-LARGE,8.67,34,34,294.78
09/04/2024,JUMBO,9,5,5,45
10/04/2024,PULLETS,4,6,6,24
10/04/2024,SMALL,6.5,54,54,351
10/04/2024,MEDIUM,7,201,201,1407
10/04/2024,LARGE,8,117,117,936
10/04/2024,X-LARGE,8.67,42,42,364.14
10/04/2024,JUMBO,9,3,3,27
11/04/2024,PULLETS,4,8,8,32
11/04/2024,SMALL,6.5,87,87,565.5
11/04/2024,MEDIUM,7,178,178,1246
11/04/2024,LARGE,8,111,111,888
11/04/2024,X-LARGE,8.67,38,38,329.46
11/04/2024,JUMBO,9,5,5,45
12/04/2024,PULLETS,4,5,5,20
12/04/2024,SMALL,6.5,93,93,604.5
12/04/2024,MEDIUM,7,196,196,1372
12/04/2024,LARGE,8,104,104,832
12/04/2024,X-LARGE,8.67,25,25,216.75
12/04/2024,JUMBO,9,4,4,36
13/04/2024,PULLETS,4,7,7,28
13/04/2024,SMALL,6.5,74,74,481
13/04/2024,MEDIUM,7,209,209,1463
13/04/2024,LARGE,8,110,110,880
13/04/2024,X-LARGE,8.67,32,32,277.44
13/04/2024,JUMBO,9,4,4,36
14/04/2024,PULLETS,4,4,4,16
14/04/2024,SMALL,6.5,80,80,520
14/04/2024,MEDIUM,7,195,195,1365
14/04/2024,LARGE,8,129,129,1032
14/04/2024,X-LARGE,8.67,29,29,251.43
14/04/2024,JUMBO,9,5,5,45
15/04/2024,PULLETS,4,4,4,16
15/04/2024,SMALL,6.5,77,77,500.5
15/04/2024,MEDIUM,7,213,213,1491
15/04/2024,LARGE,8,108,108,864
15/04/2024,X-LARGE,8.67,25,25,216.75
15/04/2024,JUMBO,9,9,9,81
16/04/2024,PULLETS,4,3,3,12
16/04/2024,SMALL,6.5,51,51,331.5
16/04/2024,MEDIUM,7,182,182,1274
16/04/2024,LARGE,8,137,137,1096
16/04/2024,X-LARGE,8.67,55,55,476.85
16/04/2024,JUMBO,9,11,11,99
17/04/2024,PULLETS,4,1,1,4
17/04/2024,SMALL,6.5,58,58,377
17/04/2024,MEDIUM,7,183,183,1281
17/04/2024,LARGE,8,149,149,1192
17/04/2024,X-LARGE,8.67,46,46,398.82
17/04/2024,JUMBO,9,8,8,72
18/04/2024,PULLETS,4,3,3,12
18/04/2024,SMALL,6.5,53,53,344.5
18/04/2024,MEDIUM,7,189,189,1323
18/04/2024,LARGE,8,130,130,1040
18/04/2024,X-LARGE,8.67,46,46,398.82
18/04/2024,JUMBO,9,14,14,126
19/04/2024,PULLETS,4,3,3,12
19/04/2024,SMALL,6.5,62,62,403
19/04/2024,MEDIUM,7,196,196,1372
19/04/2024,LARGE,8,140,140,1120
19/04/2024,X-LARGE,8.67,35,35,303.45
19/04/2024,JUMBO,9,4,4,36
20/04/2024,PULLETS,4,4,4,16
20/04/2024,SMALL,6.5,59,59,383.5
20/04/2024,MEDIUM,7,186,186,1302
20/04/2024,LARGE,8,124,124,992
20/04/2024,X-LARGE,8.67,45,45,390.15
20/04/2024,JUMBO,9,8,8,72
21/04/2024,PULLETS,4,7,7,28
21/04/2024,SMALL,6.5,86,86,559
21/04/2024,MEDIUM,7,186,186,1302
21/04/2024,LARGE,8,131,131,1048
21/04/2024,X-LARGE,8.67,33,33,286.11
21/04/2024,JUMBO,9,6,6,54
22/04/2024,PULLETS,4,7,7,28
22/04/2024,SMALL,6.5,76,76,494
22/04/2024,MEDIUM,7,188,188,1316
22/04/2024,LARGE,8,129,129,1032
22/04/2024,X-LARGE,8.67,44,44,381.48
22/04/2024,JUMBO,9,0,0,0
23/04/2024,PULLETS,4,6,6,24
23/04/2024,SMALL,6.5,71,71,461.5
23/04/2024,MEDIUM,7,191,191,1337
23/04/2024,LARGE,8,130,130,1040
23/04/2024,X-LARGE,8.67,44,44,381.48
23/04/2024,JUMBO,9,3,3,27
24/04/2024,PULLETS,4,7,7,28
24/04/2024,SMALL,6.5,76,76,494
24/04/2024,MEDIUM,7,182,182,1274
24/04/2024,LARGE,8,130,130,1040
24/04/2024,X-LARGE,8.67,43,43,372.81
24/04/2024,JUMBO,9,3,3,27
25/04/2024,PULLETS,4,10,10,40
25/04/2024,SMALL,6.5,96,96,624
25/04/2024,MEDIUM,7,182,182,1274
25/04/2024,LARGE,8,118,118,944
25/04/2024,X-LARGE,8.67,29,29,251.43
25/04/2024,JUMBO,9,3,3,27
26/04/2024,PULLETS,4,8,8,32
26/04/2024,SMALL,6.5,91,91,591.5
26/04/2024,MEDIUM,7,170,170,1190
26/04/2024,LARGE,8,121,121,968
26/04/2024,X-LARGE,8.67,40,40,346.8
26/04/2024,JUMBO,9,4,4,36
27/04/2024,PULLETS,4,7,7,28
27/04/2024,SMALL,6.5,106,106,689
27/04/2024,MEDIUM,7,189,189,1323
27/04/2024,LARGE,8,108,108,864
27/04/2024,X-LARGE,8.67,30,30,260.1
27/04/2024,JUMBO,9,1,1,9
28/04/2024,PULLETS,4,16,16,64
28/04/2024,SMALL,6.5,105,105,682.5
28/04/2024,MEDIUM,7,174,174,1218
28/04/2024,LARGE,8,103,103,824
28/04/2024,X-LARGE,8.67,29,29,251.43
28/04/2024,JUMBO,9,3,3,27
29/04/2024,PULLETS,4,22,22,88
29/04/2024,SMALL,6.5,125,125,812.5
29/04/2024,MEDIUM,7,160,160,1120
29/04/2024,LARGE,8,102,102,816
29/04/2024,X-LARGE,8.67,20,20,173.4
29/04/2024,JUMBO,9,3,3,27
30/04/2024,PULLETS,4,12,12,48
30/04/2024,SMALL,6.5,89,89,578.5
30/04/2024,MEDIUM,7,185,185,1295
30/04/2024,LARGE,8,120,120,960
30/04/2024,X-LARGE,8.67,22,22,190.74
30/04/2024,JUMBO,9,3,3,27
01/05/2024,PULLETS,5,5,5,25
01/05/2024,SMALL,6,92,92,552
01/05/2024,MEDIUM,7,185,185,1295
01/05/2024,LARGE,7.66,125,125,957.5
01/05/2024,X-LARGE,8.33,34,34,283.22
01/05/2024,JUMBO,8.66,2,2,17.32
02/05/2024,PULLETS,5,8,8,40
02/05/2024,SMALL,6,85,85,510
02/05/2024,MEDIUM,7,174,174,1218
02/05/2024,LARGE,7.66,134,134,1026.44
02/05/2024,X-LARGE,8.33,28,28,233.24
02/05/2024,JUMBO,8.66,6,6,51.96
03/05/2024,PULLETS,5,6,6,30
03/05/2024,SMALL,6,75,75,450
03/05/2024,MEDIUM,7,190,190,1330
03/05/2024,LARGE,7.66,130,130,995.8
03/05/2024,X-LARGE,8.33,34,34,283.22
03/05/2024,JUMBO,8.66,3,3,25.98
04/05/2024,PULLETS,5,8,8,40
04/05/2024,SMALL,6,95,95,570
04/05/2024,MEDIUM,7,182,182,1274
04/05/2024,LARGE,7.66,115,115,880.9
04/05/2024,X-LARGE,8.33,35,35,291.55
04/05/2024,JUMBO,8.66,5,5,43.3
05/05/2024,PULLETS,5,5,5,25
05/05/2024,SMALL,6,81,81,486
05/05/2024,MEDIUM,7,196,196,1372
05/05/2024,LARGE,7.66,105,105,804.3
05/05/2024,X-LARGE,8.33,38,38,316.54
05/05/2024,JUMBO,8.66,5,5,43.3
06/05/2024,PULLETS,5,1,1,5
06/05/2024,SMALL,6,64,64,384
06/05/2024,MEDIUM,7,169,169,1183
06/05/2024,LARGE,7.66,146,146,1118.36
06/05/2024,X-LARGE,8.33,42,42,349.86
06/05/2024,JUMBO,8.66,8,8,69.28
07/05/2024,PULLETS,5,13,13,65
07/05/2024,SMALL,6,94,94,564
07/05/2024,MEDIUM,7,188,188,1316
07/05/2024,LARGE,7.66,108,108,827.28
07/05/2024,X-LARGE,8.33,23,23,191.59
07/05/2024,JUMBO,8.66,4,4,34.64
08/05/2024,PULLETS,5,1,1,5
08/05/2024,SMALL,6,75,75,450
08/05/2024,MEDIUM,7,187,187,1309
08/05/2024,LARGE,7.66,129,129,988.14
08/05/2024,X-LARGE,8.33,32,32,266.56
08/05/2024,JUMBO,8.66,6,6,51.96
09/05/2024,PULLETS,5,2,2,10
09/05/2024,SMALL,6,59,59,354
09/05/2024,MEDIUM,7,175,175,1225
09/05/2024,LARGE,7.66,158,158,1210.28
09/05/2024,X-LARGE,8.33,37,37,308.21
09/05/2024,JUMBO,8.66,2,2,17.32
10/05/2024,PULLETS,5,3,3,15
10/05/2024,SMALL,6,59,59,354
10/05/2024,MEDIUM,7,181,181,1267
10/05/2024,LARGE,7.66,154,154,1179.64
10/05/2024,X-LARGE,8.33,34,34,283.22
10/05/2024,JUMBO,8.66,1,1,8.66
11/05/2024,PULLETS,5,0,0,0
11/05/2024,SMALL,6,69,69,414
11/05/2024,MEDIUM,7,190,190,1330
11/05/2024,LARGE,7.66,131,131,1003.46
11/05/2024,X-LARGE,8.33,35,35,291.55
11/05/2024,JUMBO,8.66,4,4,34.64
12/05/2024,PULLETS,5,5,5,25
12/05/2024,SMALL,6,71,71,426
12/05/2024,MEDIUM,7,196,196,1372
12/05/2024,LARGE,7.66,134,134,1026.44
12/05/2024,X-LARGE,8.33,24,24,199.92
12/05/2024,JUMBO,8.66,2,2,17.32
13/05/2024,PULLETS,5,3,3,15
13/05/2024,SMALL,6,77,77,462
13/05/2024,MEDIUM,7,196,196,1372
13/05/2024,LARGE,7.66,122,122,934.52
13/05/2024,X-LARGE,8.33,22,22,183.26
13/05/2024,JUMBO,8.66,2,2,17.32
14/05/2024,PULLETS,5,5,5,25
14/05/2024,SMALL,6,67,67,402
14/05/2024,MEDIUM,7,192,192,1344
14/05/2024,LARGE,7.66,121,121,926.86
14/05/2024,X-LARGE,8.33,29,29,241.57
14/05/2024,JUMBO,8.66,2,2,17.32
15/05/2024,PULLETS,5,3,3,15
15/05/2024,SMALL,6,73,73,438
15/05/2024,MEDIUM,7,197,197,1379
15/05/2024,LARGE,7.66,113,113,865.58
15/05/2024,X-LARGE,8.33,28,28,233.24
15/05/2024,JUMBO,8.66,6,6,51.96
16/05/2024,PULLETS,5,2,2,10
16/05/2024,SMALL,6,79,79,474
16/05/2024,MEDIUM,7,150,150,1050
16/05/2024,LARGE,7.66,147,147,1126.02
16/05/2024,X-LARGE,8.33,37,37,308.21
16/05/2024,JUMBO,8.66,2,2,17.32
17/05/2024,PULLETS,5,0,0,0
17/05/2024,SMALL,6,93,93,558
17/05/2024,MEDIUM,7,194,194,1358
17/05/2024,LARGE,7.66,109,109,834.94
17/05/2024,X-LARGE,8.33,17,17,141.61
17/05/2024,JUMBO,8.66,3,3,25.98
18/05/2024,PULLETS,5,8,8,40
18/05/2024,SMALL,6,94,94,564
18/05/2024,MEDIUM,7,183,183,1281
18/05/2024,LARGE,7.66,111,111,850.26
18/05/2024,X-LARGE,8.33,27,27,224.91
18/05/2024,JUMBO,8.66,4,4,34.64
19/05/2024,PULLETS,5,8,8,40
19/05/2024,SMALL,6,117,117,702
19/05/2024,MEDIUM,7,191,191,1337
19/05/2024,LARGE,7.66,95,95,727.7
19/05/2024,X-LARGE,8.33,17,17,141.61
19/05/2024,JUMBO,8.66,3,3,25.98
20/05/2024,PULLETS,5,7,7,35
20/05/2024,SMALL,6,67,67,402
20/05/2024,MEDIUM,7,182,182,1274
20/05/2024,LARGE,7.66,135,135,1034.1
20/05/2024,X-LARGE,8.33,30,30,249.9
20/05/2024,JUMBO,8.66,2,2,17.32
21/05/2024,PULLETS,5,9,9,45
21/05/2024,SMALL,6,70,70,420
21/05/2024,MEDIUM,7,180,180,1260
21/05/2024,LARGE,7.66,124,124,949.84
21/05/2024,X-LARGE,8.33,30,30,249.9
21/05/2024,JUMBO,8.66,2,2,17.32
22/05/2024,PULLETS,5,8,8,40
22/05/2024,SMALL,6,70,70,420
22/05/2024,MEDIUM,7,211,211,1477
22/05/2024,LARGE,7.66,103,103,788.98
22/05/2024,X-LARGE,8.33,27,27,224.91
22/05/2024,JUMBO,8.66,1,1,8.66
23/05/2024,PULLETS,5,15,15,75
23/05/2024,SMALL,6,115,115,690
23/05/2024,MEDIUM,7,197,197,1379
23/05/2024,LARGE,7.66,74,74,566.84
23/05/2024,X-LARGE,8.33,22,22,183.26
23/05/2024,JUMBO,8.66,4,4,34.64
24/05/2024,PULLETS,5,16,16,80
24/05/2024,SMALL,6,107,107,642
24/05/2024,MEDIUM,7,183,183,1281
24/05/2024,LARGE,7.66,92,92,704.72
24/05/2024,X-LARGE,8.33,20,20,166.6
24/05/2024,JUMBO,8.66,0,0,0
25/05/2024,PULLETS,5,5,5,25
25/05/2024,SMALL,6,109,109,654
25/05/2024,MEDIUM,7,182,182,1274
25/05/2024,LARGE,7.66,102,102,781.32
25/05/2024,X-LARGE,8.33,24,24,199.92
25/05/2024,JUMBO,8.66,7,7,60.62
26/05/2024,PULLETS,5,6,6,30
26/05/2024,SMALL,6,104,104,624
26/05/2024,MEDIUM,7,182,182,1274
26/05/2024,LARGE,7.66,102,102,781.32
26/05/2024,X-LARGE,8.33,22,22,183.26
26/05/2024,JUMBO,8.66,2,2,17.32
27/05/2024,PULLETS,5,8,8,40
27/05/2024,SMALL,6,111,111,666
27/05/2024,MEDIUM,7,167,167,1169
27/05/2024,LARGE,7.66,110,110,842.6
27/05/2024,X-LARGE,8.33,21,21,174.93
27/05/2024,JUMBO,8.66,8,8,69.28
28/05/2024,PULLETS,5,14,14,70
28/05/2024,SMALL,6,79,79,474
28/05/2024,MEDIUM,7,192,192,1344
28/05/2024,LARGE,7.66,103,103,788.98
28/05/2024,X-LARGE,8.33,31,31,258.23
28/05/2024,JUMBO,8.66,7,7,60.62
29/05/2024,PULLETS,5,6,6,30
29/05/2024,SMALL,6,63,63,378
29/05/2024,MEDIUM,7,177,177,1239
29/05/2024,LARGE,7.66,137,137,1049.42
29/05/2024,X-LARGE,8.33,36,36,299.88
29/05/2024,JUMBO,8.66,10,10,86.6
30/05/2024,PULLETS,5,4,4,20
30/05/2024,SMALL,6,78,78,468
30/05/2024,MEDIUM,7,192,192,1344
30/05/2024,LARGE,7.66,116,116,888.56
30/05/2024,X-LARGE,8.33,26,26,216.58
30/05/2024,JUMBO,8.66,9,9,77.94
31/05/2024,PULLETS,5,6,6,30
31/05/2024,SMALL,6,91,91,546
31/05/2024,MEDIUM,7,197,197,1379
31/05/2024,LARGE,7.66,111,111,850.26
31/05/2024,X-LARGE,8.33,22,22,183.26
31/05/2024,JUMBO,8.66,5,5,43.3
01/06/2024,PULLETS,5,7,7,35
01/06/2024,SMALL,6,85,85,510
01/06/2024,MEDIUM,7,192,192,1344
01/06/2024,LARGE,7.66,120,120,919.2
01/06/2024,X-LARGE,8.33,17,17,141.61
01/06/2024,JUMBO,8.66,2,2,17.32
02/06/2024,PULLETS,5,7,7,35
02/06/2024,SMALL,6,79,79,474
02/06/2024,MEDIUM,7,171,171,1197
02/06/2024,LARGE,7.66,134,134,1026.44
02/06/2024,X-LARGE,8.33,30,30,249.9
02/06/2024,JUMBO,8.66,2,2,17.32
03/06/2024,PULLETS,5,7,7,35
03/06/2024,SMALL,6,91,91,546
03/06/2024,MEDIUM,7,186,186,1302
03/06/2024,LARGE,7.66,120,120,919.2
03/06/2024,X-LARGE,8.33,23,23,191.59
03/06/2024,JUMBO,8.66,3,3,25.98
04/06/2024,PULLETS,5,6,6,30
04/06/2024,SMALL,6,99,99,594
04/06/2024,MEDIUM,7,189,189,1323
04/06/2024,LARGE,7.66,121,121,926.86
04/06/2024,X-LARGE,8.33,13,13,108.29
04/06/2024,JUMBO,8.66,1,1,8.66
05/06/2024,PULLETS,5,5,5,25
05/06/2024,SMALL,6,43,43,258
05/06/2024,MEDIUM,7,138,138,966
05/06/2024,LARGE,7.66,169,169,1294.54
05/06/2024,X-LARGE,8.33,71,71,591.43
05/06/2024,JUMBO,8.66,8,8,69.28
06/06/2024,PULLETS,5,5,5,25
06/06/2024,SMALL,6,56,56,336
06/06/2024,MEDIUM,7,180,180,1260
06/06/2024,LARGE,7.66,139,139,1064.74
06/06/2024,X-LARGE,8.33,52,52,433.16
06/06/2024,JUMBO,8.66,4,4,34.64
07/06/2024,PULLETS,5,4,4,20
07/06/2024,SMALL,6,50,50,300
07/06/2024,MEDIUM,7,169,169,1183
07/06/2024,LARGE,7.66,130,130,995.8
07/06/2024,X-LARGE,8.33,65,65,541.45
07/06/2024,JUMBO,8.66,4,4,34.64
08/06/2024,PULLETS,5,5,5,25
08/06/2024,SMALL,6,50,50,300
08/06/2024,MEDIUM,7,154,154,1078
08/06/2024,LARGE,7.66,144,144,1103.04
08/06/2024,X-LARGE,8.33,71,71,591.43
08/06/2024,JUMBO,8.66,5,5,43.3
09/06/2024,PULLETS,5,5,5,25
09/06/2024,SMALL,6,60,60,360
09/06/2024,MEDIUM,7,172,172,1204
09/06/2024,LARGE,7.66,142,142,1087.72
09/06/2024,X-LARGE,8.33,55,55,458.15
09/06/2024,JUMBO,8.66,4,4,34.64
10/06/2024,PULLETS,5,4,4,20
10/06/2024,SMALL,6,31,31,186
10/06/2024,MEDIUM,7,162,162,1134
10/06/2024,LARGE,7.66,161,161,1233.26
10/06/2024,X-LARGE,8.33,66,66,549.78
10/06/2024,JUMBO,8.66,6,6,51.96
11/06/2024,PULLETS,5,2,2,10
11/06/2024,SMALL,6,54,54,324
11/06/2024,MEDIUM,7,160,160,1120
11/06/2024,LARGE,7.66,138,138,1057.08
11/06/2024,X-LARGE,8.33,58,58,483.14
11/06/2024,JUMBO,8.66,8,8,69.28
12/06/2024,PULLETS,5,4,4,20
12/06/2024,SMALL,6,40,40,240
12/06/2024,MEDIUM,7,159,159,1113
12/06/2024,LARGE,7.66,153,153,1171.98
12/06/2024,X-LARGE,8.33,57,57,474.81
12/06/2024,JUMBO,8.66,6,6,51.96
13/06/2024,PULLETS,5,2,2,10
13/06/2024,SMALL,6,45,45,270
13/06/2024,MEDIUM,7,144,144,1008
13/06/2024,LARGE,7.66,161,161,1233.26
13/06/2024,X-LARGE,8.33,62,62,516.46
13/06/2024,JUMBO,8.66,3,3,25.98
14/06/2024,PULLETS,5,3,3,15
14/06/2024,SMALL,6,40,40,240
14/06/2024,MEDIUM,7,177,177,1239
14/06/2024,LARGE,7.66,156,156,1194.96
14/06/2024,X-LARGE,8.33,46,46,383.18
14/06/2024,JUMBO,8.66,5,5,43.3
15/06/2024,PULLETS,5,1,1,5
15/06/2024,SMALL,6,51,51,306
15/06/2024,MEDIUM,7,148,148,1036
15/06/2024,LARGE,7.66,161,161,1233.26
15/06/2024,X-LARGE,8.33,63,63,524.79
15/06/2024,JUMBO,8.66,5,5,43.3
16/06/2024,PULLETS,5,5,5,25
16/06/2024,SMALL,6,75,75,450
16/06/2024,MEDIUM,7,175,175,1225
16/06/2024,LARGE,7.66,132,132,1011.12
16/06/2024,X-LARGE,8.33,36,36,299.88
16/06/2024,JUMBO,8.66,7,7,60.62
17/06/2024,PULLETS,5,2,2,10
17/06/2024,SMALL,6,39,39,234
17/06/2024,MEDIUM,7,145,145,1015
17/06/2024,LARGE,7.66,164,164,1256.24
17/06/2024,X-LARGE,8.33,63,63,524.79
17/06/2024,JUMBO,8.66,6,6,51.96
18/06/2024,PULLETS,5,2,2,10
18/06/2024,SMALL,6,43,43,258
18/06/2024,MEDIUM,7,158,158,1106
18/06/2024,LARGE,7.66,152,152,1164.32
18/06/2024,X-LARGE,8.33,64,64,533.12
18/06/2024,JUMBO,8.66,5,5,43.3
19/06/2024,PULLETS,5,0,0,0
19/06/2024,SMALL,6,90,90,540
19/06/2024,MEDIUM,7,187,187,1309
19/06/2024,LARGE,7.66,116,116,888.56
19/06/2024,X-LARGE,8.33,27,27,224.91
19/06/2024,JUMBO,8.66,3,3,25.98
20/06/2024,PULLETS,5,2,2,10
20/06/2024,SMALL,6,65,65,390
20/06/2024,MEDIUM,7,180,180,1260
20/06/2024,LARGE,7.66,140,140,1072.4
20/06/2024,X-LARGE,8.33,30,30,249.9
20/06/2024,JUMBO,8.66,5,5,43.3
21/06/2024,PULLETS,5,2,2,10
21/06/2024,SMALL,6,60,60,360
21/06/2024,MEDIUM,7,190,190,1330
21/06/2024,LARGE,7.66,130,130,995.8
21/06/2024,X-LARGE,8.33,48,48,399.84
21/06/2024,JUMBO,8.66,2,2,17.32
22/06/2024,PULLETS,5,2,2,10
22/06/2024,SMALL,6,51,51,306
22/06/2024,MEDIUM,7,191,191,1337
22/06/2024,LARGE,7.66,135,135,1034.1
22/06/2024,X-LARGE,8.33,48,48,399.84
22/06/2024,JUMBO,8.66,2,2,17.32
23/06/2024,PULLETS,5,0,0,0
23/06/2024,SMALL,6,91,91,546
23/06/2024,MEDIUM,7,185,185,1295
23/06/2024,LARGE,7.66,124,124,949.84
23/06/2024,X-LARGE,8.33,21,21,174.93
23/06/2024,JUMBO,8.66,3,3,25.98
24/06/2024,PULLETS,5,5,5,25
24/06/2024,SMALL,6,85,85,510
24/06/2024,MEDIUM,7,178,178,1246
24/06/2024,LARGE,7.66,120,120,919.2
24/06/2024,X-LARGE,8.33,32,32,266.56
24/06/2024,JUMBO,8.66,5,5,43.3
25/06/2024,PULLETS,5,2,2,10
25/06/2024,SMALL,6,58,58,348
25/06/2024,MEDIUM,7,167,167,1169
25/06/2024,LARGE,7.66,146,146,1118.36
25/06/2024,X-LARGE,8.33,45,45,374.85
25/06/2024,JUMBO,8.66,2,2,17.32
26/06/2024,PULLETS,5,4,4,20
26/06/2024,SMALL,6,79,79,474
26/06/2024,MEDIUM,7,178,178,1246
26/06/2024,LARGE,7.66,133,133,1018.78
26/06/2024,X-LARGE,8.33,25,25,208.25
26/06/2024,JUMBO,8.66,3,3,25.98
27/06/2024,PULLETS,5,2,2,10
27/06/2024,SMALL,6,60,60,360
27/06/2024,MEDIUM,7,169,169,1183
27/06/2024,LARGE,7.66,140,140,1072.4
27/06/2024,X-LARGE,8.33,46,46,383.18
27/06/2024,JUMBO,8.66,8,8,69.28
28/06/2024,PULLETS,5,1,1,5
28/06/2024,SMALL,6,75,75,450
28/06/2024,MEDIUM,7,192,192,1344
28/06/2024,LARGE,7.66,122,122,934.52
28/06/2024,X-LARGE,8.33,36,36,299.88
28/06/2024,JUMBO,8.66,5,5,43.3
29/06/2024,PULLETS,5,4,4,20
29/06/2024,SMALL,6,77,77,462
29/06/2024,MEDIUM,7,182,182,1274
29/06/2024,LARGE,7.66,119,119,911.54
29/06/2024,X-LARGE,8.33,35,35,291.55
29/06/2024,JUMBO,8.66,4,4,34.64
30/06/2024,PULLETS,5,2,2,10
30/06/2024,SMALL,6,76,76,456
30/06/2024,MEDIUM,7,181,181,1267
30/06/2024,LARGE,7.66,127,127,972.82
30/06/2024,X-LARGE,8.33,34,34,283.22
30/06/2024,JUMBO,8.66,5,5,43.3
01/07/2024,PULLETS,5,3,3,15
01/07/2024,SMALL,6,75,75,450
01/07/2024,MEDIUM,7,197,197,1379
01/07/2024,LARGE,7.66,128,128,980.48
01/07/2024,X-LARGE,8.33,22,22,183.26
01/07/2024,JUMBO,8.66,3,3,25.98
02/07/2024,PULLETS,5,4,4,20
02/07/2024,SMALL,6,72,72,432
02/07/2024,MEDIUM,7,177,177,1239
02/07/2024,LARGE,7.66,137,137,1049.42
02/07/2024,X-LARGE,8.33,24,24,199.92
02/07/2024,JUMBO,8.66,5,5,43.3
03/07/2024,PULLETS,5,6,6,30
03/07/2024,SMALL,6,72,72,432
03/07/2024,MEDIUM,7,174,174,1218
03/07/2024,LARGE,7.66,132,132,1011.12
03/07/2024,X-LARGE,8.33,38,38,316.54
03/07/2024,JUMBO,8.66,4,4,34.64
04/07/2024,PULLETS,5,4,4,20
04/07/2024,SMALL,6,73,73,438
04/07/2024,MEDIUM,7,173,173,1211
04/07/2024,LARGE,7.66,137,137,1049.42
04/07/2024,X-LARGE,8.33,30,30,249.9
04/07/2024,JUMBO,8.66,3,3,25.98
05/07/2024,PULLETS,5,4,4,20
05/07/2024,SMALL,6,62,62,372
05/07/2024,MEDIUM,7,180,180,1260
05/07/2024,LARGE,7.66,136,136,1041.76
05/07/2024,X-LARGE,8.33,29,29,241.57
05/07/2024,JUMBO,8.66,4,4,34.64
06/07/2024,PULLETS,5,2,2,10
06/07/2024,SMALL,6,65,65,390
06/07/2024,MEDIUM,7,197,197,1379
06/07/2024,LARGE,7.66,125,125,957.5
06/07/2024,X-LARGE,8.33,27,27,224.91
06/07/2024,JUMBO,8.66,1,1,8.66
07/07/2024,PULLETS,5,5,5,25
07/07/2024,SMALL,6,81,81,486
07/07/2024,MEDIUM,7,172,172,1204
07/07/2024,LARGE,7.66,134,134,1026.44
07/07/2024,X-LARGE,8.33,24,24,199.92
07/07/2024,JUMBO,8.66,5,5,43.3
08/07/2024,PULLETS,5,3,3,15
08/07/2024,SMALL,6,68,68,408
08/07/2024,MEDIUM,7,174,174,1218
08/07/2024,LARGE,7.66,135,135,1034.1
08/07/2024,X-LARGE,8.33,30,30,249.9
08/07/2024,JUMBO,8.66,2,2,17.32
09/07/2024,PULLETS,5,3,3,15
09/07/2024,SMALL,6,57,57,342
09/07/2024,MEDIUM,7,173,173,1211
09/07/2024,LARGE,7.66,146,146,1118.36
09/07/2024,X-LARGE,8.33,35,35,291.55
09/07/2024,JUMBO,8.66,2,2,17.32
10/07/2024,PULLETS,5,3,3,15
10/07/2024,SMALL,6,86,86,516
10/07/2024,MEDIUM,7,171,171,1197
10/07/2024,LARGE,7.66,125,125,957.5
10/07/2024,X-LARGE,8.33,28,28,233.24
10/07/2024,JUMBO,8.66,2,2,17.32
11/07/2024,PULLETS,5,4,4,20
11/07/2024,SMALL,6,64,64,384
11/07/2024,MEDIUM,7,186,186,1302
11/07/2024,LARGE,7.66,122,122,934.52
11/07/2024,X-LARGE,8.33,34,34,283.22
11/07/2024,JUMBO,8.66,2,2,17.32
12/07/2024,PULLETS,5,1,1,5
12/07/2024,SMALL,6,38,38,228
12/07/2024,MEDIUM,7,166,166,1162
12/07/2024,LARGE,7.66,142,142,1087.72
12/07/2024,X-LARGE,8.33,58,58,483.14
12/07/2024,JUMBO,8.66,8,8,69.28
13/07/2024,PULLETS,5,3,3,15
13/07/2024,SMALL,6,71,71,426
13/07/2024,MEDIUM,7,182,182,1274
13/07/2024,LARGE,7.66,122,122,934.52
13/07/2024,X-LARGE,8.33,36,36,299.88
13/07/2024,JUMBO,8.66,4,4,34.64
14/07/2024,PULLETS,5,2,2,10
14/07/2024,SMALL,6,49,49,294
14/07/2024,MEDIUM,7,153,153,1071
14/07/2024,LARGE,7.66,137,137,1049.42
14/07/2024,X-LARGE,8.33,63,63,524.79
14/07/2024,JUMBO,8.66,5,5,43.3
15/07/2024,PULLETS,5,0,0,0
15/07/2024,SMALL,6,36,36,216
15/07/2024,MEDIUM,7,148,148,1036
15/07/2024,LARGE,7.66,167,167,1279.22
15/07/2024,X-LARGE,8.33,45,45,374.85
15/07/2024,JUMBO,8.66,10,10,86.6
16/07/2024,PULLETS,5,3,3,15
16/07/2024,SMALL,6,60,60,360
16/07/2024,MEDIUM,7,184,184,1288
16/07/2024,LARGE,7.66,112,112,857.92
16/07/2024,X-LARGE,8.33,43,43,358.19
16/07/2024,JUMBO,8.66,5,5,43.3
17/07/2024,PULLETS,5,3,3,15
17/07/2024,SMALL,6,70,70,420
17/07/2024,MEDIUM,7,157,157,1099
17/07/2024,LARGE,7.66,123,123,942.18
17/07/2024,X-LARGE,8.33,60,60,499.8
17/07/2024,JUMBO,8.66,5,5,43.3
18/07/2024,PULLETS,5,3,3,15
