product_id,Egg_Size,Date,Quantity_Sold
2,Small,10/01/2025,57
3,Medium,10/01/2025,168
4,La,10/01/2025,147
5,X-Large,10/01/2025,30
6,Ju,10/01/2025,3
1,Pullets,11/01/2025,1
2,Small,11/01/2025,62
3,Medium,11/01/2025,174
4,La,11/01/2025,126
5,X-Large,11/01/2025,39
6,Ju,11/01/2025,3
1,Pullets,12/01/2025,2
2,Small,12/01/2025,46
3,Medium,12/01/2025,166
4,La,12/01/2025,151
5,X-Large,12/01/2025,44
6,Ju,12/01/2025,1
1,Pullets,13/01/2025,3
2,Small,13/01/2025,55
3,Medium,13/01/2025,165
4,La,13/01/2025,143
5,X-Large,13/01/2025,38
6,Ju,13/01/2025,4
1,Pullets,14/01/2025,3
2,Small,14/01/2025,41
3,Medium,14/01/2025,173
4,La,14/01/2025,135
5,X-Large,14/01/2025,47
6,Ju,14/01/2025,4
1,Pullets,15/01/2025,1
2,Small,15/01/2025,49
3,Medium,15/01/2025,179
4,La,15/01/2025,127
5,X-Large,15/01/2025,45
6,Ju,15/01/2025,4
1,Pullets,16/01/2025,8
2,Small,16/01/2025,96
3,Medium,16/01/2025,187
4,La,16/01/2025,93
5,X-Large,16/01/2025,28
6,Ju,16/01/2025,2
1,Pullets,17/01/2025,4
2,Small,17/01/2025,88
3,Medium,17/01/2025,189
4,La,17/01/2025,101
5,X-Large,17/01/2025,29
1,Pullets,18/01/2025,7
2,Small,18/01/2025,65
3,Medium,18/01/2025,187
4,La,18/01/2025,104
5,X-Large,18/01/2025,35
6,Ju,18/01/2025,1
1,Pullets,19/01/2025,6
2,Small,19/01/2025,80
3,Medium,19/01/2025,181
4,La,19/01/2025,113
5,X-Large,19/01/2025,27
6,Ju,19/01/2025,2
1,Pullets,20/01/2025,8
2,Small,20/01/2025,91
3,Medium,20/01/2025,163
4,La,20/01/2025,112
5,X-Large,20/01/2025,27
6,Ju,20/01/2025,2
1,Pullets,21/01/2025,5
2,Small,21/01/2025,82
3,Medium,21/01/2025,177
4,La,21/01/2025,107
5,X-Large,21/01/2025,21
6,Ju,21/01/2025,2
1,Pullets,22/01/2025,7
2,Small,22/01/2025,74
3,Medium,22/01/2025,182
4,La,22/01/2025,110
5,X-Large,22/01/2025,22
6,Ju,22/01/2025,1
1,Pullets,23/01/2025,5
2,Small,23/01/2025,56
3,Medium,23/01/2025,161
4,La,23/01/2025,137
5,X-Large,23/01/2025,36
6,Ju,23/01/2025,1
1,Pullets,24/01/2025,3
2,Small,24/01/2025,60
3,Medium,24/01/2025,155
4,La,24/01/2025,125
5,X-Large,24/01/2025,30
6,Ju,24/01/2025,2
1,Pullets,25/01/2025,8
2,Small,25/01/2025,61
3,Medium,25/01/2025,174
4,La,25/01/2025,121
5,X-Large,25/01/2025,32
6,Ju,25/01/2025,5
1,Pullets,26/01/2025,5
2,Small,26/01/2025,61
3,Medium,26/01/2025,163
4,La,26/01/2025,117
5,X-Large,26/01/2025,46
6,Ju,26/01/2025,3
2,Small,27/01/2025,45
3,Medium,27/01/2025,167
4,La,27/01/2025,130
5,X-Large,27/01/2025,50
6,Ju,27/01/2025,6
1,Pullets,28/01/2025,5
2,Small,28/01/2025,39
3,Medium,28/01/2025,159
4,La,28/01/2025,150
5,X-Large,28/01/2025,44
6,Ju,28/01/2025,6
1,Pullets,29/01/2025,1
2,Small,29/01/2025,51
3,Medium,29/01/2025,165
4,La,29/01/2025,130
5,X-Large,29/01/2025,43
6,Ju,29/01/2025,8
1,Pullets,30/01/2025,5
2,Small,30/01/2025,47
3,Medium,30/01/2025,174
4,La,30/01/2025,127
5,X-Large,30/01/2025,42
6,Ju,30/01/2025,7
1,Pullets,31/01/2025,7
2,Small,31/01/2025,40
3,Medium,31/01/2025,173
4,La,31/01/2025,122
5,X-Large,31/01/2025,48
6,Ju,31/01/2025,5
1,Pullets,01/02/2025,4
2,Small,01/02/2025,34
3,Medium,01/02/2025,167
4,La,01/02/2025,136
5,X-Large,01/02/2025,48
6,Ju,01/02/2025,6
1,Pullets,02/02/2025,1
2,Small,02/02/2025,42
3,Medium,02/02/2025,169
4,La,02/02/2025,125
5,X-Large,02/02/2025,47
6,Ju,02/02/2025,9
1,Pullets,03/02/2025,3
2,Small,03/02/2025,37
3,Medium,03/02/2025,150
4,La,03/02/2025,138
5,X-Large,03/02/2025,50
6,Ju,03/02/2025,7
1,Pullets,04/02/2025,2
2,Small,04/02/2025,44
3,Medium,04/02/2025,129
4,La,04/02/2025,151
5,X-Large,04/02/2025,56
6,Ju,04/02/2025,9
1,Pullets,05/02/2025,1
2,Small,05/02/2025,40
3,Medium,05/02/2025,107
4,La,05/02/2025,156
5,X-Large,05/02/2025,62
6,Ju,05/02/2025,11
2,Small,06/02/2025,34
3,Medium,06/02/2025,140
4,La,06/02/2025,142
5,X-Large,06/02/2025,65
6,Ju,06/02/2025,10
1,Pullets,07/02/2025,1
2,Small,07/02/2025,25
3,Medium,07/02/2025,123
4,La,07/02/2025,147
5,X-Large,07/02/2025,69
6,Ju,07/02/2025,9
1,Pullets,08/02/2025,1
2,Small,08/02/2025,27
3,Medium,08/02/2025,108
4,La,08/02/2025,172
5,X-Large,08/02/2025,60
6,Ju,08/02/2025,15
1,Pullets,09/02/2025,1
2,Small,09/02/2025,24
3,Medium,09/02/2025,121
4,La,09/02/2025,160
5,X-Large,09/02/2025,51
6,Ju,09/02/2025,20
2,Small,10/02/2025,15
3,Medium,10/02/2025,111
4,La,10/02/2025,170
5,X-Large,10/02/2025,76
6,Ju,10/02/2025,14
1,Pullets,11/02/2025,1
2,Small,11/02/2025,35
3,Medium,11/02/2025,131
4,La,11/02/2025,133
5,X-Large,11/02/2025,76
6,Ju,11/02/2025,12
2,Small,12/02/2025,19
3,Medium,12/02/2025,115
4,La,12/02/2025,149
5,X-Large,12/02/2025,80
6,Ju,12/02/2025,13
1,Pullets,13/02/2025,2
2,Small,13/02/2025,21
3,Medium,13/02/2025,98
4,La,13/02/2025,154
5,X-Large,13/02/2025,79
6,Ju,13/02/2025,17
2,Small,14/02/2025,21
3,Medium,14/02/2025,111
4,La,14/02/2025,150
5,X-Large,14/02/2025,70
6,Ju,14/02/2025,20
2,Small,15/02/2025,30
3,Medium,15/02/2025,113
4,La,15/02/2025,143
5,X-Large,15/02/2025,76
6,Ju,15/02/2025,9
2,Small,16/02/2025,31
3,Medium,16/02/2025,114
4,La,16/02/2025,148
5,X-Large,16/02/2025,70
6,Ju,16/02/2025,8
2,Small,17/02/2025,33
3,Medium,17/02/2025,128
4,La,17/02/2025,139
5,X-Large,17/02/2025,62
6,Ju,17/02/2025,11
2,Small,18/02/2025,28
3,Medium,18/02/2025,101
4,La,18/02/2025,149
5,X-Large,18/02/2025,65
6,Ju,18/02/2025,13
1,Pullets,19/02/2025,1
2,Small,19/02/2025,28
3,Medium,19/02/2025,118
4,La,19/02/2025,133
5,X-Large,19/02/2025,75
6,Ju,19/02/2025,14
1,Pullets,20/02/2025,2
2,Small,20/02/2025,36
3,Medium,20/02/2025,96
4,La,20/02/2025,149
5,X-Large,20/02/2025,62
6,Ju,20/02/2025,16
1,Pullets,21/02/2025,2
2,Small,21/02/2025,35
3,Medium,21/02/2025,120
4,La,21/02/2025,121
5,X-Large,21/02/2025,57
6,Ju,21/02/2025,14
2,Small,22/02/2025,23
3,Medium,22/02/2025,100
4,La,22/02/2025,128
5,X-Large,22/02/2025,69
6,Ju,22/02/2025,13
1,Pullets,23/02/2025,1
2,Small,23/02/2025,30
3,Medium,23/02/2025,99
4,La,23/02/2025,120
5,X-Large,23/02/2025,65
6,Ju,23/02/2025,12
1,Pullets,24/02/2025,2
2,Small,24/02/2025,23
3,Medium,24/02/2025,107
4,La,24/02/2025,133
5,X-Large,24/02/2025,61
6,Ju,24/02/2025,10
1,Pullets,25/02/2025,1
2,Small,25/02/2025,30
3,Medium,25/02/2025,92
4,La,25/02/2025,129
5,X-Large,25/02/2025,75
6,Ju,25/02/2025,13
1,Pullets,26/02/2025,1
2,Small,26/02/2025,16
3,Medium,26/02/2025,85
4,La,26/02/2025,146
5,X-Large,26/02/2025,79
6,Ju,26/02/2025,15
1,Pullets,27/02/2025,4
2,Small,27/02/2025,34
3,Medium,27/02/2025,111
4,La,27/02/2025,139
5,X-Large,27/02/2025,48
6,Ju,27/02/2025,7
1,Pullets,28/02/2025,1
2,Small,28/02/2025,32
3,Medium,28/02/2025,113
4,La,28/02/2025,135
5,X-Large,28/02/2025,38
6,Ju,28/02/2025,7
1,Pullets,01/03/2025,1
2,Small,01/03/2025,19
3,Medium,01/03/2025,93
4,La,01/03/2025,108
5,X-Large,01/03/2025,44
6,Ju,01/03/2025,7
1,Pullets,02/03/2025,1
2,Small,02/03/2025,27
3,Medium,02/03/2025,114
4,La,02/03/2025,129
5,X-Large,02/03/2025,78
6,Ju,02/03/2025,15
2,Small,03/03/2025,27
3,Medium,03/03/2025,80
4,La,03/03/2025,132
5,X-Large,03/03/2025,56
6,Ju,03/03/2025,12
1,Pullets,04/03/2025,2
2,Small,04/03/2025,30
3,Medium,04/03/2025,81
4,La,04/03/2025,119
5,X-Large,04/03/2025,63
6,Ju,04/03/2025,10
1,Pullets,05/03/2025,1
2,Small,05/03/2025,27
3,Medium,05/03/2025,84
4,La,05/03/2025,129
5,X-Large,05/03/2025,49
6,Ju,05/03/2025,16
1,Pullets,06/03/2025,2
2,Small,06/03/2025,24
3,Medium,06/03/2025,74
4,La,06/03/2025,112
5,X-Large,06/03/2025,59
6,Ju,06/03/2025,11
1,Pullets,07/03/2025,3
2,Small,07/03/2025,23
3,Medium,07/03/2025,81
4,La,07/03/2025,116
5,X-Large,07/03/2025,55
6,Ju,07/03/2025,20
1,Pullets,08/03/2025,3
2,Small,08/03/2025,20
3,Medium,08/03/2025,102
4,La,08/03/2025,132
5,X-Large,08/03/2025,62
6,Ju,08/03/2025,9
1,Pullets,09/03/2025,4
2,Small,09/03/2025,8
3,Medium,09/03/2025,99
4,La,09/03/2025,115
5,X-Large,09/03/2025,63
6,Ju,09/03/2025,10
1,Pullets,10/03/2025,2
2,Small,10/03/2025,13
3,Medium,10/03/2025,78
4,La,10/03/2025,120
5,X-Large,10/03/2025,77
6,Ju,10/03/2025,13
1,Pullets,11/03/2025,2
2,Small,11/03/2025,9
3,Medium,11/03/2025,82
4,La,11/03/2025,115
5,X-Large,11/03/2025,76
6,Ju,11/03/2025,12
2,Small,12/03/2025,27
3,Medium,12/03/2025,97
4,La,12/03/2025,128
5,X-Large,12/03/2025,53
6,Ju,12/03/2025,16
1,Pullets,13/03/2025,1
2,Small,13/03/2025,18
3,Medium,13/03/2025,99
4,La,13/03/2025,130
1,Pullets,14/03/2025,2
2,Small,14/03/2025,26
3,Medium,14/03/2025,94
4,La,14/03/2025,137
5,X-Large,14/03/2025,63
6,Ju,14/03/2025,13
1,Pullets,15/03/2025,2
2,Small,15/03/2025,25
3,Medium,15/03/2025,114
4,La,15/03/2025,127
5,X-Large,15/03/2025,59
6,Ju,15/03/2025,13
1,Pullets,16/03/2025,1
2,Small,16/03/2025,28
3,Medium,16/03/2025,90
4,La,16/03/2025,145
5,X-Large,16/03/2025,60
6,Ju,16/03/2025,14
2,Small,17/03/2025,31
3,Medium,17/03/2025,87
4,La,17/03/2025,140
5,X-Large,17/03/2025,41
6,Ju,17/03/2025,13
1,Pullets,18/03/2025,3
2,Small,18/03/2025,23
3,Medium,18/03/2025,98
4,La,18/03/2025,140
5,X-Large,18/03/2025,45
6,Ju,18/03/2025,19
1,Pullets,19/03/2025,2
2,Small,19/03/2025,24
3,Medium,19/03/2025,88
4,La,19/03/2025,150
5,X-Large,19/03/2025,56
6,Ju,19/03/2025,20
1,Pullets,20/03/2025,1
2,Small,20/03/2025,24
3,Medium,20/03/2025,93
4,La,20/03/2025,134
5,X-Large,20/03/2025,58
6,Ju,20/03/2025,20
2,Small,21/03/2025,27
3,Medium,21/03/2025,113
4,La,21/03/2025,124
5,X-Large,21/03/2025,54
6,Ju,21/03/2025,18
1,Pullets,22/03/2025,1
2,Small,22/03/2025,29
3,Medium,22/03/2025,108
4,La,22/03/2025,128
5,X-Large,22/03/2025,54
6,Ju,22/03/2025,10
1,Pullets,23/03/2025,1
2,Small,23/03/2025,36
3,Medium,23/03/2025,114
4,La,23/03/2025,118
5,X-Large,23/03/2025,54
6,Ju,23/03/2025,18
1,Pullets,24/03/2025,3
2,Small,24/03/2025,37
3,Medium,24/03/2025,114
4,La,24/03/2025,114
5,X-Large,24/03/2025,61
6,Ju,24/03/2025,11
2,Small,25/03/2025,32
3,Medium,25/03/2025,99
4,La,25/03/2025,127
5,X-Large,25/03/2025,52
6,Ju,25/03/2025,20
1,Pullets,26/03/2025,4
2,Small,26/03/2025,33
3,Medium,26/03/2025,123
4,La,26/03/2025,118
5,X-Large,26/03/2025,58
6,Ju,26/03/2025,14
1,Pullets,27/03/2025,5
2,Small,27/03/2025,25
3,Medium,27/03/2025,126
4,La,27/03/2025,131
5,X-Large,27/03/2025,53
6,Ju,27/03/2025,12
1,Pullets,28/03/2025,2
2,Small,28/03/2025,35
3,Medium,28/03/2025,118
4,La,28/03/2025,113
5,X-Large,28/03/2025,53
6,Ju,28/03/2025,12
2,Small,29/03/2025,31
3,Medium,29/03/2025,101
4,La,29/03/2025,143
5,X-Large,29/03/2025,63
6,Ju,29/03/2025,8
1,Pullets,30/03/2025,2
2,Small,30/03/2025,25
3,Medium,30/03/2025,102
4,La,30/03/2025,134
5,X-Large,30/03/2025,71
6,Ju,30/03/2025,16
2,Small,31/03/2025,23
3,Medium,31/03/2025,95
4,La,31/03/2025,140
5,X-Large,31/03/2025,63
6,Ju,31/03/2025,19
1,Pullets,01/04/2025,1
2,Small,01/04/2025,21
3,Medium,01/04/2025,105
4,La,01/04/2025,134
5,X-Large,01/04/2025,55
6,Ju,01/04/2025,22
2,Small,02/04/2025,38
3,Medium,02/04/2025,106
4,La,02/04/2025,110
5,X-Large,02/04/2025,64
6,Ju,02/04/2025,13
1,Pullets,03/04/2025,1
2,Small,03/04/2025,33
3,Medium,03/04/2025,104
4,La,03/04/2025,118
5,X-Large,03/04/2025,74
6,Ju,03/04/2025,28
1,Pullets,04/04/2025,3
2,Small,04/04/2025,33
3,Medium,04/04/2025,106
4,La,04/04/2025,142
5,X-Large,04/04/2025,60
6,Ju,04/04/2025,11
2,Small,05/04/2025,18
3,Medium,05/04/2025,87
4,La,05/04/2025,153
5,X-Large,05/04/2025,69
6,Ju,05/04/2025,10
1,Pullets,06/04/2025,1
2,Small,06/04/2025,26
3,Medium,06/04/2025,102
4,La,06/04/2025,160
5,X-Large,06/04/2025,64
6,Ju,06/04/2025,13
1,Pullets,07/04/2025,1
2,Small,07/04/2025,18
3,Medium,07/04/2025,101
4,La,07/04/2025,163
5,X-Large,07/04/2025,71
6,Ju,07/04/2025,13
1,Pullets,08/04/2025,2
2,Small,08/04/2025,25
3,Medium,08/04/2025,111
4,La,08/04/2025,149
5,X-Large,08/04/2025,69
6,Ju,08/04/2025,11
1,Pullets,09/04/2025,2
2,Small,09/04/2025,21
3,Medium,09/04/2025,92
4,La,09/04/2025,149
5,X-Large,09/04/2025,65
6,Ju,09/04/2025,13
1,Pullets,10/04/2025,1
2,Small,10/04/2025,14
3,Medium,10/04/2025,113
4,La,10/04/2025,157
5,X-Large,10/04/2025,63
6,Ju,10/04/2025,15
2,Small,11/04/2025,23
3,Medium,11/04/2025,124
4,La,11/04/2025,155
5,X-Large,11/04/2025,64
6,Ju,11/04/2025,8
2,Small,12/04/2025,17
3,Medium,12/04/2025,108
4,La,12/04/2025,167
5,X-Large,12/04/2025,68
6,Ju,12/04/2025,11
1,Pullets,13/04/2025,2
2,Small,13/04/2025,19
3,Medium,13/04/2025,94
4,La,13/04/2025,131
5,X-Large,13/04/2025,57
6,Ju,13/04/2025,10
1,Pullets,14/04/2025,4
2,Small,14/04/2025,27
3,Medium,14/04/2025,116
4,La,14/04/2025,129
5,X-Large,14/04/2025,57
6,Ju,14/04/2025,20
1,Pullets,15/04/2025,2
2,Small,15/04/2025,24
3,Medium,15/04/2025,115
4,La,15/04/2025,149
5,X-Large,15/04/2025,52
6,Ju,15/04/2025,15
2,Small,16/04/2025,27
3,Medium,16/04/2025,104
4,La,16/04/2025,157
5,X-Large,16/04/2025,58
6,Ju,16/04/2025,20
1,Pullets,17/04/2025,2
2,Small,17/04/2025,27
3,Medium,17/04/2025,109
4,La,17/04/2025,126
5,X-Large,17/04/2025,48
6,Ju,17/04/2025,16
1,Pullets,18/04/2025,2
2,Small,18/04/2025,20
3,Medium,18/04/2025,103
4,La,18/04/2025,138
5,X-Large,18/04/2025,66
6,Ju,18/04/2025,16
1,Pullets,19/04/2025,3
2,Small,19/04/2025,26
3,Medium,19/04/2025,111
4,La,19/04/2025,144
5,X-Large,19/04/2025,72
6,Ju,19/04/2025,16
2,Small,20/04/2025,16
3,Medium,20/04/2025,102
4,La,20/04/2025,166
5,X-Large,20/04/2025,65
6,Ju,20/04/2025,16
1,Pullets,21/04/2025,2
2,Small,21/04/2025,26
3,Medium,21/04/2025,119
4,La,21/04/2025,155
5,X-Large,21/04/2025,52
6,Ju,21/04/2025,19
1,Pullets,22/04/2025,1
2,Small,22/04/2025,31
3,Medium,22/04/2025,115
4,La,22/04/2025,148
5,X-Large,22/04/2025,56
6,Ju,22/04/2025,9
1,Pullets,23/04/2025,4
2,Small,23/04/2025,26
3,Medium,23/04/2025,144
4,La,23/04/2025,146
5,X-Large,23/04/2025,51
6,Ju,23/04/2025,12
1,Pullets,24/04/2025,5
2,Small,24/04/2025,30
3,Medium,24/04/2025,117
4,La,24/04/2025,152
5,X-Large,24/04/2025,48
6,Ju,24/04/2025,11
2,Small,25/04/2025,19
3,Medium,25/04/2025,120
4,La,25/04/2025,144
5,X-Large,25/04/2025,62
6,Ju,25/04/2025,21
1,Pullets,26/04/2025,1
2,Small,26/04/2025,20
3,Medium,26/04/2025,111
4,La,26/04/2025,148
5,X-Large,26/04/2025,53
6,Ju,26/04/2025,13
2,Small,27/04/2025,23
3,Medium,27/04/2025,132
4,La,27/04/2025,146
5,X-Large,27/04/2025,49
6,Ju,27/04/2025,12
1,Pullets,28/04/2025,2
2,Small,28/04/2025,30
3,Medium,28/04/2025,135
4,La,28/04/2025,137
5,X-Large,28/04/2025,48
6,Ju,28/04/2025,8
1,Pullets,29/04/2025,1
2,Small,29/04/2025,34
3,Medium,29/04/2025,129
4,La,29/04/2025,128
5,X-Large,29/04/2025,56
6,Ju,29/04/2025,7
1,Pullets,30/04/2025,5
2,Small,30/04/2025,27
3,Medium,30/04/2025,110
4,La,30/04/2025,139
5,X-Large,30/04/2025,59
6,Ju,30/04/2025,18
1,Pullets,01/05/2025,4
2,Small,01/05/2025,31
3,Medium,01/05/2025,125
4,La,01/05/2025,120
5,X-Large,01/05/2025,59
6,Ju,01/05/2025,10
1,Pullets,02/05/2025,2
2,Small,02/05/2025,32
3,Medium,02/05/2025,118
4,La,02/05/2025,126
5,X-Large,02/05/2025,57
6,Ju,02/05/2025,19
1,Pullets,03/05/2025,1
2,Small,03/05/2025,23
3,Medium,03/05/2025,133
4,La,03/05/2025,122
5,X-Large,03/05/2025,48
6,Ju,03/05/2025,25
1,Pullets,04/05/2025,2
2,Small,04/05/2025,29
3,Medium,04/05/2025,126
4,La,04/05/2025,131
5,X-Large,04/05/2025,60
6,Ju,04/05/2025,10
2,Small,05/05/2025,33
3,Medium,05/05/2025,130
4,La,05/05/2025,128
5,X-Large,05/05/2025,53
6,Ju,05/05/2025,14
2,Small,06/05/2025,28
3,Medium,06/05/2025,100
4,La,06/05/2025,141
5,X-Large,06/05/2025,62
6,Ju,06/05/2025,22
2,Small,07/05/2025,27
3,Medium,07/05/2025,118
4,La,07/05/2025,141
5,X-Large,07/05/2025,61
6,Ju,07/05/2025,14
1,Pullets,08/05/2025,1
2,Small,08/05/2025,27
3,Medium,08/05/2025,119
4,La,08/05/2025,148
5,X-Large,08/05/2025,61
6,Ju,08/05/2025,14
2,Small,09/05/2025,35
3,Medium,09/05/2025,126
4,La,09/05/2025,139
5,X-Large,09/05/2025,48
6,Ju,09/05/2025,14
1,Pullets,10/05/2025,1
2,Small,10/05/2025,29
3,Medium,10/05/2025,126
4,La,10/05/2025,136
5,X-Large,10/05/2025,62
6,Ju,10/05/2025,12
1,Pullets,11/05/2025,2
2,Small,11/05/2025,36
3,Medium,11/05/2025,107
4,La,11/05/2025,149
5,X-Large,11/05/2025,64
6,Ju,11/05/2025,14
1,Pullets,12/05/2025,1
2,Small,12/05/2025,30
3,Medium,12/05/2025,114
4,La,12/05/2025,141
5,X-Large,12/05/2025,64
6,Ju,12/05/2025,12
1,Pullets,13/05/2025,1
2,Small,13/05/2025,22
3,Medium,13/05/2025,85
4,La,13/05/2025,146
5,X-Large,13/05/2025,78
6,Ju,13/05/2025,32
2,Small,14/05/2025,13
3,Medium,14/05/2025,85
4,La,14/05/2025,140
5,X-Large,14/05/2025,89
6,Ju,14/05/2025,25
2,Small,15/05/2025,11
3,Medium,15/05/2025,77
4,La,15/05/2025,150
5,X-Large,15/05/2025,86
6,Ju,15/05/2025,25
2,Small,16/05/2025,24
3,Medium,16/05/2025,94
4,La,16/05/2025,138
5,X-Large,16/05/2025,92
6,Ju,16/05/2025,14
1,Pullets,17/05/2025,1
2,Small,17/05/2025,23
3,Medium,17/05/2025,120
4,La,17/05/2025,130
5,X-Large,17/05/2025,73
6,Ju,17/05/2025,20
1,Pullets,18/05/2025,2
2,Small,18/05/2025,31
3,Medium,18/05/2025,120
4,La,18/05/2025,135
5,X-Large,18/05/2025,50
6,Ju,18/05/2025,19
2,Small,19/05/2025,39
3,Medium,19/05/2025,113
4,La,19/05/2025,145
5,X-Large,19/05/2025,51
6,Ju,19/05/2025,12
2,Small,20/05/2025,28
3,Medium,20/05/2025,126
4,La,20/05/2025,135
5,X-Large,20/05/2025,62
6,Ju,20/05/2025,7
1,Pullets,21/05/2025,2
2,Small,21/05/2025,11
3,Medium,21/05/2025,88
4,La,21/05/2025,157
5,X-Large,21/05/2025,84
6,Ju,21/05/2025,22
1,Pullets,22/05/2025,2
2,Small,22/05/2025,17
3,Medium,22/05/2025,101
4,La,22/05/2025,145
5,X-Large,22/05/2025,65
6,Ju,22/05/2025,24
1,Pullets,23/05/2025,2
2,Small,23/05/2025,20
3,Medium,23/05/2025,86
4,La,23/05/2025,135
5,X-Large,23/05/2025,90
6,Ju,23/05/2025,19
1,Pullets,24/05/2025,1
2,Small,24/05/2025,28
3,Medium,24/05/2025,111
4,La,24/05/2025,140
5,X-Large,24/05/2025,73
6,Ju,24/05/2025,16
1,Pullets,25/05/2025,1
2,Small,25/05/2025,20
3,Medium,25/05/2025,91
4,La,25/05/2025,162
5,X-Large,25/05/2025,58
6,Ju,25/05/2025,29
1,Pullets,26/05/2025,3
2,Small,26/05/2025,33
3,Medium,26/05/2025,141
4,La,26/05/2025,119
5,X-Large,26/05/2025,72
6,Ju,26/05/2025,8
1,Pullets,27/05/2025,1
2,Small,27/05/2025,26
3,Medium,27/05/2025,109
4,La,27/05/2025,145
5,X-Large,27/05/2025,61
6,Ju,27/05/2025,13
1,Pullets,28/05/2025,1
2,Small,28/05/2025,19
3,Medium,28/05/2025,99
4,La,28/05/2025,142
5,X-Large,28/05/2025,76
6,Ju,28/05/2025,21
1,Pullets,29/05/2025,1
2,Small,29/05/2025,17
3,Medium,29/05/2025,100
4,La,29/05/2025,156
5,X-Large,29/05/2025,70
6,Ju,29/05/2025,15
2,Small,30/05/2025,16
3,Medium,30/05/2025,94
4,La,30/05/2025,141
5,X-Large,30/05/2025,32
6,Ju,30/05/2025,7
1,Pullets,31/05/2025,3
2,Small,31/05/2025,25
3,Medium,31/05/2025,90
4,La,31/05/2025,141
5,X-Large,31/05/2025,73
6,Ju,31/05/2025,18
1,Pullets,01/06/2025,2
2,Small,01/06/2025,21
3,Medium,01/06/2025,96
4,La,01/06/2025,143
5,X-Large,01/06/2025,78
6,Ju,01/06/2025,18
2,Small,02/06/2025,13
3,Medium,02/06/2025,87
4,La,02/06/2025,130
5,X-Large,02/06/2025,91
6,Ju,02/06/2025,30
2,Small,03/06/2025,25
3,Medium,03/06/2025,100
4,La,03/06/2025,146
5,X-Large,03/06/2025,74
6,Ju,03/06/2025,20
2,Small,04/06/2025,18
3,Medium,04/06/2025,107
4,La,04/06/2025,140
5,X-Large,04/06/2025,71
6,Ju,04/06/2025,18
2,Small,05/06/2025,19
3,Medium,05/06/2025,87
4,La,05/06/2025,143
5,X-Large,05/06/2025,84
6,Ju,05/06/2025,17
2,Small,06/06/2025,26
3,Medium,06/06/2025,94
4,La,06/06/2025,141
5,X-Large,06/06/2025,81
6,Ju,06/06/2025,22
2,Small,07/06/2025,16
3,Medium,07/06/2025,114
4,La,07/06/2025,151
5,X-Large,07/06/2025,65
6,Ju,07/06/2025,20
2,Small,08/06/2025,25
3,Medium,08/06/2025,113
4,La,08/06/2025,129
5,X-Large,08/06/2025,71
6,Ju,08/06/2025,15
1,Pullets,09/06/2025,3
2,Small,09/06/2025,32
3,Medium,09/06/2025,106
4,La,09/06/2025,142
5,X-Large,09/06/2025,60
6,Ju,09/06/2025,13
1,Pullets,10/06/2025,1
2,Small,10/06/2025,14
3,Medium,10/06/2025,92
4,La,10/06/2025,145
5,X-Large,10/06/2025,77
6,Ju,10/06/2025,21
1,Pullets,11/06/2025,1
2,Small,11/06/2025,22
3,Medium,11/06/2025,117
4,La,11/06/2025,124
5,X-Large,11/06/2025,69
6,Ju,11/06/2025,20
2,Small,12/06/2025,25
3,Medium,12/06/2025,118
4,La,12/06/2025,125
5,X-Large,12/06/2025,55
6,Ju,12/06/2025,15
2,Small,13/06/2025,28
3,Medium,13/06/2025,116
4,La,13/06/2025,127
5,X-Large,13/06/2025,31
6,Ju,13/06/2025,15
1,Pullets,14/06/2025,1
2,Small,14/06/2025,33
3,Medium,14/06/2025,102
4,La,14/06/2025,156
5,X-Large,14/06/2025,57
6,Ju,14/06/2025,17
2,Small,15/06/2025,16
3,Medium,15/06/2025,86
4,La,15/06/2025,146
5,X-Large,15/06/2025,76
6,Ju,15/06/2025,26
2,Small,16/06/2025,36
3,Medium,16/06/2025,119
4,La,16/06/2025,147
5,X-Large,16/06/2025,33
6,Ju,16/06/2025,13
2,Small,17/06/2025,31
3,Medium,17/06/2025,108
4,La,17/06/2025,140
5,X-Large,17/06/2025,57
6,Ju,17/06/2025,14
2,Small,18/06/2025,27
3,Medium,18/06/2025,106
4,La,18/06/2025,144
5,X-Large,18/06/2025,58
6,Ju,18/06/2025,20
2,Small,19/06/2025,34
3,Medium,19/06/2025,115
4,La,19/06/2025,137
5,X-Large,19/06/2025,35
6,Ju,19/06/2025,15
2,Small,20/06/2025,23
3,Medium,20/06/2025,95
4,La,20/06/2025,141
5,X-Large,20/06/2025,65
6,Ju,20/06/2025,17
1,Pullets,21/06/2025,1
2,Small,21/06/2025,28
3,Medium,21/06/2025,117
4,La,21/06/2025,146
5,X-Large,21/06/2025,86
6,Ju,21/06/2025,9
2,Small,22/06/2025,27
3,Medium,22/06/2025,115
4,La,22/06/2025,131
5,X-Large,22/06/2025,56
6,Ju,22/06/2025,16
2,Small,23/06/2025,30
3,Medium,23/06/2025,111
4,La,23/06/2025,134
5,X-Large,23/06/2025,52
6,Ju,23/06/2025,10
1,Pullets,24/06/2025,1
2,Small,24/06/2025,10
3,Medium,24/06/2025,104
4,La,24/06/2025,144
5,X-Large,24/06/2025,60
6,Ju,24/06/2025,23
2,Small,25/06/2025,17
3,Medium,25/06/2025,67
4,La,25/06/2025,131
5,X-Large,25/06/2025,88
6,Ju,25/06/2025,36
2,Small,26/06/2025,10
